,gene_name,gene_biotype,P14E1KO_1_1_count,P14E1KO_1_3_count,P14E2KO_1_1_count,P14E2KO_1_3_count,P14E1WT_2_2_count,P14E1WT_2_4_count,P14E1WT_2_5_count,P14E2WT_2_1_count,P14E2WT_2_5_count
Gm36930,Gm36930,TEC,0,0,2,0,0,2,0,1,1
Snord70,Snord70,snoRNA,1,1,11,4,3,4,4,6,8
Gm45309,Gm45309,sense_intronic,21,17,24,11,14,16,23,17,15
BC005624,BC005624,protein_coding,690,616,749,840,718,644,722,689,748
X1700037C18Rik,1700037C18Rik,protein_coding,39,33,38,64,37,44,55,46,76
Faim,Faim,protein_coding,257,156,249,275,276,226,218,216,191
Gm30624,Gm30624,lincRNA,2,0,1,0,0,2,1,1,1
Aurkaip1,Aurkaip1,protein_coding,1259,1018,1345,1356,1477,1243,1279,1410,1127
X2310022A10Rik,2310022A10Rik,protein_coding,383,281,378,412,377,364,314,408,328
Ficd,Ficd,protein_coding,180,106,123,141,208,145,147,122,114
Lgr5,Lgr5,protein_coding,509,117,262,434,256,280,201,348,314
Gbf1,Gbf1,protein_coding,2735,2244,2939,3097,3111,2913,2735,2863,2491
Rpl39.ps,Rpl39-ps,processed_pseudogene,64,42,52,93,58,68,52,67,65
Gm10327,Gm10327,processed_pseudogene,0,1,2,3,3,2,2,0,1
Gm47851,Gm47851,lincRNA,2,0,0,0,0,0,1,0,0
Cd72,Cd72,protein_coding,8,7,5,11,8,11,6,14,8
Efcab7,Efcab7,protein_coding,75,22,55,44,32,48,49,43,33
Gm45086,Gm45086,lincRNA,0,0,2,0,0,5,0,0,0
Gpr137c,Gpr137c,protein_coding,11,7,7,7,8,5,13,5,5
Srms,Srms,protein_coding,3,6,18,9,9,13,15,12,3
Gm16136,Gm16136,antisense,97,80,110,166,114,77,123,117,104
Gm7160,Gm7160,lincRNA,38,32,40,61,54,33,33,49,30
Lef1,Lef1,protein_coding,1,2,1,0,0,0,0,0,3
Tram2,Tram2,protein_coding,47,67,108,113,61,70,84,74,79
Gm48374,Gm48374,TEC,1,0,0,0,0,2,2,0,0
Serinc1,Serinc1,protein_coding,1576,1389,1502,2138,1747,1697,1681,1549,1646
Rgn,Rgn,protein_coding,41,18,23,36,26,25,25,31,31
Slc3a1,Slc3a1,protein_coding,259,407,625,280,202,490,411,291,394
Gm38012,Gm38012,TEC,2,0,0,0,0,0,0,1,0
Olfr324,Olfr324,protein_coding,2,0,0,0,0,0,0,1,0
Ap5m1,Ap5m1,protein_coding,827,676,873,1084,849,878,891,899,822
Rangrf,Rangrf,protein_coding,14,6,0,4,3,6,5,7,8
Ccdc13,Ccdc13,protein_coding,3,5,0,5,0,1,5,4,0
Gm38158,Gm38158,processed_pseudogene,0,1,0,0,0,1,0,0,2
Gm37364,Gm37364,TEC,0,1,0,0,0,1,0,0,2
Olfr650.ps1,Olfr650-ps1,polymorphic_pseudogene,0,1,0,0,0,1,0,0,2
Gm5526,Gm5526,processed_pseudogene,33,35,33,56,33,45,40,38,42
Sema3g,Sema3g,protein_coding,0,3,7,0,0,3,10,2,3
Cabyr,Cabyr,protein_coding,4,5,11,2,4,6,1,10,9
Mterf1a,Mterf1a,protein_coding,43,36,69,48,47,54,48,36,43
Slc38a6,Slc38a6,protein_coding,155,111,167,215,137,157,152,179,204
Hmgb1.ps9,Hmgb1-ps9,processed_pseudogene,0,0,0,2,1,0,0,1,2
Gm14117,Gm14117,processed_pseudogene,151,143,149,162,146,133,181,164,120
Fam174b,Fam174b,protein_coding,1260,652,1261,1444,1350,1150,1029,1327,1047
A130010J15Rik,A130010J15Rik,protein_coding,251,164,239,336,276,302,289,253,170
Rpl18.ps1,Rpl18-ps1,processed_pseudogene,6,3,0,5,2,5,3,1,3
Acsl6,Acsl6,protein_coding,7,4,0,0,2,7,6,2,1
Gm45454,Gm45454,processed_pseudogene,0,0,2,1,0,2,0,0,0
Gm14123,Gm14123,processed_transcript,2,0,0,0,1,0,0,0,0
Gm28370,Gm28370,antisense,23,55,54,48,37,40,48,49,79
X6430503K07Rik,6430503K07Rik,antisense,4,8,1,0,4,5,6,1,4
Nsmce3,Nsmce3,protein_coding,484,377,611,649,603,462,474,561,435
Gm15384,Gm15384,antisense,0,0,2,1,0,0,2,0,0
Gm12502,Gm12502,processed_pseudogene,0,1,0,1,0,1,3,0,0
Gm5120,Gm5120,processed_pseudogene,0,1,0,0,0,0,1,0,2
Tctn2,Tctn2,processed_transcript,113,93,97,151,133,125,98,121,92
Apool,Apool,protein_coding,448,391,444,583,455,399,467,536,415
Fam20c,Fam20c,protein_coding,3,5,7,3,2,14,4,2,5
Gm47552,Gm47552,lincRNA,0,0,0,2,1,2,0,0,1
Tgfbrap1,Tgfbrap1,protein_coding,1030,712,1044,968,1187,955,944,875,818
Zfp386,Zfp386,protein_coding,344,346,454,470,433,445,511,321,406
Bloc1s6,Bloc1s6,protein_coding,577,533,578,684,622,584,686,661,488
Rere,Rere,protein_coding,3926,3372,3878,6074,4718,4568,4239,4695,3910
Aarsd1,Aarsd1,protein_coding,15,8,25,15,27,16,9,10,20
Rad51c,Rad51c,protein_coding,62,61,97,83,87,76,82,73,49
AC110166.1,AC110166.1,antisense,0,0,3,0,2,1,0,3,2
Gm14104,Gm14104,antisense,0,0,2,0,0,0,0,0,1
Gm13033,Gm13033,processed_pseudogene,9,22,25,27,19,16,24,17,27
Gm14636,Gm14636,processed_transcript,0,14,0,11,3,11,8,19,2
Gipc1,Gipc1,protein_coding,1437,1238,1555,1796,1684,1357,1467,1493,1372
Gm7618,Gm7618,processed_pseudogene,2,0,0,0,1,0,0,1,2
Rbm39,Rbm39,protein_coding,6934,4820,7036,8228,6539,6477,6787,6822,6109
Limd2,Limd2,protein_coding,89,76,222,189,116,60,117,159,208
Dact3,Dact3,protein_coding,13,4,7,10,5,8,5,6,6
St8sia1,St8sia1,protein_coding,6,10,4,10,16,3,11,13,15
Ankrd31,Ankrd31,protein_coding,0,0,2,0,0,0,5,0,0
Clmn,Clmn,protein_coding,4702,4213,4495,6219,5112,5915,4959,4811,4067
Rnf113a1,Rnf113a1,protein_coding,63,42,58,54,78,44,63,66,52
Gm44957,Gm44957,processed_transcript,3,7,1,3,1,2,4,2,2
Ddit4,Ddit4,protein_coding,2594,1121,1925,2611,2573,1863,1329,2713,2236
Gm13999,Gm13999,antisense,0,0,2,0,0,1,0,2,1
Cep162,Cep162,protein_coding,495,280,319,365,389,480,410,313,284
X2810001G20Rik,2810001G20Rik,antisense,68,67,77,121,75,78,94,88,50
Olfr558,Olfr558,protein_coding,11,10,23,4,10,12,15,11,18
Dusp14,Dusp14,protein_coding,42,21,29,25,53,25,28,32,25
Gssos1,Gssos1,antisense,0,1,0,0,0,1,3,0,0
Mir3474,Mir3474,miRNA,0,1,2,0,0,1,0,0,2
Traf3ip3,Traf3ip3,protein_coding,0,0,0,0,0,1,4,0,6
Gm42872,Gm42872,TEC,2,3,0,14,10,3,2,5,5
Gm9780,Gm9780,protein_coding,4,3,9,50,24,57,1,4,1
Gm43020,Gm43020,lincRNA,0,0,2,0,0,0,1,0,0
Gm4705,Gm4705,processed_pseudogene,19,6,15,19,21,11,15,6,16
Fam167b,Fam167b,protein_coding,0,0,2,0,1,2,0,0,1
Pusl1,Pusl1,protein_coding,237,159,183,268,263,174,169,240,199
X1810019D21Rik,1810019D21Rik,processed_transcript,212,168,227,312,226,209,209,250,277
Epha1,Epha1,protein_coding,683,766,919,839,707,892,673,905,703
X5730420D15Rik,5730420D15Rik,bidirectional_promoter_lncRNA,0,7,0,1,0,3,4,6,2
Gm43428,Gm43428,TEC,13,6,3,12,10,4,6,9,2
Gm43544,Gm43544,TEC,0,0,2,0,0,0,1,2,1
Zfp867,Zfp867,protein_coding,76,53,102,126,76,89,85,98,71
Kcnq1ot1,Kcnq1ot1,antisense,14,14,18,25,12,19,13,20,16
Lrrc46,Lrrc46,protein_coding,9,4,6,8,5,2,3,9,6
Tmem250.ps,Tmem250-ps,lincRNA,1014,862,1080,1352,1233,1029,1052,1064,948
Trappc10,Trappc10,protein_coding,2941,2654,2664,3881,3294,2932,2929,2887,2502
Txndc16,Txndc16,protein_coding,707,413,551,1147,647,646,670,729,666
Mir7028,Mir7028,miRNA,2,0,3,0,0,0,4,0,0
Elof1,Elof1,protein_coding,1029,836,1172,1160,1299,973,1045,1135,1056
Gm42789,Gm42789,antisense,1,0,0,1,0,1,3,0,0
Gm6829,Gm6829,processed_pseudogene,6,6,4,5,6,9,9,1,6
AC122487.1,AC122487.1,lincRNA,13,7,1,12,13,6,5,7,3
Gm8099,Gm8099,processed_pseudogene,0,1,0,1,0,0,2,2,0
Fstl1,Fstl1,protein_coding,8,0,5,2,0,0,13,7,2
Smyd1,Smyd1,protein_coding,0,4,12,21,6,3,1,5,22
X1810046K07Rik,1810046K07Rik,protein_coding,3,14,27,38,14,8,8,35,35
Rab34,Rab34,protein_coding,14,1,4,5,3,2,7,11,2
Plekho1,Plekho1,protein_coding,39,23,45,51,36,33,33,42,31
Stag3,Stag3,protein_coding,0,2,4,6,1,2,0,4,1
Zfp955a,Zfp955a,protein_coding,121,72,108,126,91,90,147,123,110
Gm26563,Gm26563,lincRNA,9,6,10,13,1,9,8,11,7
Ppp6r2,Ppp6r2,protein_coding,361,411,480,613,410,469,469,448,466
Atp5o,Atp5o,protein_coding,2783,2697,2956,3548,3271,2578,2996,3266,2977
Ift22,Ift22,protein_coding,156,149,245,205,231,166,159,188,201
Lrrc18,Lrrc18,protein_coding,1,1,0,0,2,0,0,0,2
Spaca3,Spaca3,protein_coding,0,3,0,3,0,4,0,0,0
Osbpl7,Osbpl7,protein_coding,1857,1663,2432,2391,1941,2178,2228,2322,2323
Pef1,Pef1,protein_coding,1734,1510,2001,2232,1999,1832,1729,1892,1787
Ccdc192,Ccdc192,protein_coding,1,6,2,4,2,1,1,5,3
Gm40723,Gm40723,lincRNA,0,3,0,1,0,1,1,0,2
Gm38245,Gm38245,TEC,0,0,2,0,1,0,0,0,0
Gm12388,Gm12388,processed_pseudogene,0,0,2,0,1,0,0,0,0
Slc25a16,Slc25a16,protein_coding,685,472,658,779,659,530,715,593,601
Gm3500,Gm3500,protein_coding,1,0,0,0,0,1,0,0,2
Gm6916,Gm6916,transcribed_processed_pseudogene,1,0,0,0,0,1,0,0,2
Gm47994,Gm47994,processed_pseudogene,15,1,13,13,4,3,6,9,11
Pebp1,Pebp1,protein_coding,2903,2023,2553,3988,3744,2460,2915,3367,2529
Mtcp1,Mtcp1,protein_coding,97,74,76,77,73,89,106,58,62
Kcna7,Kcna7,protein_coding,5,6,0,0,1,4,2,1,0
Gm16374,Gm16374,processed_pseudogene,5,3,7,13,14,13,6,9,11
Dhps,Dhps,protein_coding,395,299,393,453,474,389,421,406,403
Gm18101,Gm18101,processed_pseudogene,7,1,23,7,11,5,13,13,6
Gm42980,Gm42980,lincRNA,1,1,0,1,2,0,1,0,2
Cfap44,Cfap44,protein_coding,19,15,8,2,11,7,19,9,9
X1700011L22Rik,1700011L22Rik,protein_coding,0,0,1,0,0,1,0,0,2
Gm10657,Gm10657,TEC,2,1,1,3,0,0,1,8,5
Tmem106b,Tmem106b,protein_coding,901,744,795,1039,895,888,911,865,689
Ccne1,Ccne1,protein_coding,314,208,255,267,406,234,220,266,299
X4833413E03Rik,4833413E03Rik,lincRNA,6,2,1,0,3,2,4,2,3
Gm7579,Gm7579,protein_coding,6,4,18,6,8,7,10,7,27
Gm23344,Gm23344,snoRNA,2,1,5,1,5,0,0,0,1
Gm43844,Gm43844,TEC,0,4,2,1,3,3,3,2,3
n.R5s183,n-R5s183,rRNA,1,3,10,5,5,8,4,3,6
Cntn1,Cntn1,protein_coding,0,1,0,0,0,2,0,0,1
Il11ra2.1,Il11ra2,protein_coding,0,1,0,0,0,2,0,0,1
Gm5256,Gm5256,processed_pseudogene,0,0,0,0,0,1,0,0,1
Zfp329,Zfp329,protein_coding,132,150,206,262,180,195,186,158,162
Lin52,Lin52,protein_coding,191,133,150,227,144,166,187,196,132
Gm10406,Gm10406,protein_coding,1,0,4,1,0,2,0,12,10
Ndufb7,Ndufb7,protein_coding,1618,1576,1799,2074,2083,1649,1811,1984,1923
Prrc2a,Prrc2a,protein_coding,9830,7264,9509,12591,11322,9456,9048,10251,8027
Pim2,Pim2,protein_coding,174,121,160,202,230,131,172,176,182
Dnm3,Dnm3,protein_coding,0,0,1,0,0,0,1,0,2
Slc2a12,Slc2a12,protein_coding,0,0,1,0,0,0,1,0,2
X4930570G19Rik,4930570G19Rik,lincRNA,0,0,1,0,0,0,1,0,2
Wdr41,Wdr41,protein_coding,685,520,716,867,750,645,647,664,666
Nedd4,Nedd4,protein_coding,8182,5778,7956,10540,8463,7942,8289,8324,7088
Bmpr2,Bmpr2,protein_coding,790,659,734,1107,867,908,779,780,740
Map7d1,Map7d1,protein_coding,339,319,386,313,460,345,275,371,333
Wdr31,Wdr31,protein_coding,117,100,118,141,120,81,134,135,99
Lsmem2,Lsmem2,lincRNA,19,26,47,53,23,43,27,34,27
Spag1,Spag1,protein_coding,28,36,22,42,44,28,36,40,30
Tnnt1,Tnnt1,protein_coding,25,24,25,22,21,46,21,13,35
Gm7399,Gm7399,processed_pseudogene,1,1,3,1,0,1,0,5,3
Dll1,Dll1,protein_coding,357,198,231,284,289,262,236,304,227
Gm44866,Gm44866,lincRNA,5,0,4,2,4,0,3,0,0
Clpp,Clpp,protein_coding,610,561,738,786,835,608,647,782,628
Gm12981,Gm12981,antisense,4,0,1,2,0,3,0,1,2
X1700061H18Rik,1700061H18Rik,antisense,19,5,13,6,10,15,6,8,19
Zfp418,Zfp418,protein_coding,52,32,44,68,78,33,45,53,37
Glra4,Glra4,protein_coding,0,0,0,2,0,1,0,0,1
Sla,Sla,protein_coding,0,0,0,4,0,1,1,2,22
X2810021J22Rik,2810021J22Rik,protein_coding,166,90,104,141,111,149,153,119,90
Mylk4,Mylk4,protein_coding,0,0,0,0,1,0,1,0,0
X4933408A14Rik,4933408A14Rik,lincRNA,0,0,0,0,1,0,1,0,0
Alg13,Alg13,protein_coding,215,165,249,240,226,186,211,223,199
Cysltr2,Cysltr2,protein_coding,1,3,0,1,0,2,0,2,1
Gm28096,Gm28096,sense_intronic,0,1,0,0,0,0,2,0,1
Csgalnact1,Csgalnact1,protein_coding,1,0,0,0,0,0,2,2,0
Med15,Med15,protein_coding,1936,1547,2021,2363,2124,1859,1884,1912,1680
Scgb1b3,Scgb1b3,protein_coding,3,0,5,1,0,0,0,7,1
Slco3a1,Slco3a1,protein_coding,3,4,16,13,8,7,12,10,20
Gm10309,Gm10309,protein_coding,1,0,0,1,2,0,2,1,0
Lrrc28,Lrrc28,protein_coding,118,90,115,153,140,108,102,106,95
Mars2,Mars2,protein_coding,584,375,537,540,623,452,486,498,434
C2cd4a,C2cd4a,protein_coding,288,164,182,229,303,107,164,228,171
Mettl2,Mettl2,protein_coding,414,237,413,466,441,351,382,388,362
Zfp280d,Zfp280d,protein_coding,462,347,462,592,450,411,524,395,400
Pfdn1,Pfdn1,protein_coding,568,577,678,756,838,588,656,688,665
Hikeshi,Hikeshi,protein_coding,257,260,352,430,383,337,361,323,307
Gm2000,Gm2000,protein_coding,593,519,823,1007,756,671,677,1037,787
X3110083C13Rik,3110083C13Rik,bidirectional_promoter_lncRNA,0,0,0,1,0,1,0,0,2
Gm44620,Gm44620,TEC,0,0,0,1,0,1,0,0,2
Gm48295,Gm48295,bidirectional_promoter_lncRNA,0,0,0,1,0,1,0,0,2
Gm45244,Gm45244,TEC,0,0,0,1,0,1,0,0,2
Gm26464,Gm26464,ribozyme,2,2,2,0,1,3,0,1,0
Ap2s1,Ap2s1,protein_coding,1559,1429,1830,1910,2003,1665,1690,1904,1609
Klhl42,Klhl42,protein_coding,233,127,210,274,180,211,187,240,185
Gm17040,Gm17040,transcribed_processed_pseudogene,1,1,0,3,2,6,1,1,0
Gm11839,Gm11839,processed_pseudogene,0,0,0,3,4,1,0,4,3
Gm12350,Gm12350,processed_pseudogene,14,24,22,17,26,22,15,18,16
Ctsw,Ctsw,protein_coding,0,0,3,8,0,2,2,13,10
Sprr2a3,Sprr2a3,protein_coding,3796,3874,5761,3269,5187,3958,3076,3387,7092
Zfp326,Zfp326,protein_coding,823,666,808,997,1022,774,723,788,724
Atrip,Atrip,protein_coding,350,221,347,360,442,290,336,288,306
X6430710M23Rik,6430710M23Rik,TEC,0,0,0,0,0,2,0,0,1
Gm24945,Gm24945,snoRNA,0,0,0,0,0,2,0,0,1
Odf3l2,Odf3l2,protein_coding,0,0,0,3,1,3,1,0,0
Atg4c,Atg4c,protein_coding,345,290,371,475,415,447,364,340,329
Ido2,Ido2,protein_coding,2,3,0,7,5,3,4,0,5
Rps19bp1,Rps19bp1,protein_coding,289,186,401,366,443,253,283,363,371
Gm48960,Gm48960,antisense,3,1,1,0,3,0,0,0,0
Kcnk2,Kcnk2,protein_coding,2,0,1,0,0,0,1,0,0
Gm19786,Gm19786,unprocessed_pseudogene,0,0,1,0,0,0,0,0,2
Sgip1,Sgip1,protein_coding,0,0,0,1,0,0,0,0,1
Trgv2,Trgv2,TR_V_gene,0,0,0,1,0,0,0,0,1
Plcxd1,Plcxd1,protein_coding,30,22,21,38,30,33,24,37,22
Sox15,Sox15,protein_coding,0,0,0,1,1,3,0,0,0
Gm33370,Gm33370,lincRNA,1,3,0,0,0,2,2,1,0
Gm4928,Gm4928,processed_pseudogene,5,1,3,0,1,0,4,1,0
Plxdc1,Plxdc1,protein_coding,0,2,4,1,3,4,2,4,2
Mex3c,Mex3c,protein_coding,1179,1023,1158,1804,1439,1234,1219,1498,1157
Vezt,Vezt,protein_coding,398,267,371,490,386,406,349,381,368
Proser1,Proser1,protein_coding,652,637,689,973,820,813,722,782,657
Kctd14,Kctd14,protein_coding,306,128,239,173,161,194,196,227,197
Armc5,Armc5,protein_coding,838,590,705,1005,865,773,822,842,677
Nphs2,Nphs2,protein_coding,0,2,0,0,0,0,0,5,0
Cldn6,Cldn6,protein_coding,0,0,2,0,1,1,2,0,0
X6330562C20Rik,6330562C20Rik,antisense,0,1,3,0,0,1,1,2,0
Clcn5,Clcn5,protein_coding,781,578,737,887,925,806,727,704,557
Gm48432,Gm48432,processed_pseudogene,2,0,1,0,0,0,0,1,0
Ubox5,Ubox5,protein_coding,302,143,187,271,278,236,252,220,186
Gm5292,Gm5292,processed_pseudogene,0,0,0,1,2,1,0,1,1
Amy1,Amy1,protein_coding,0,3,1,2,3,0,6,0,3
Prf1,Prf1,protein_coding,0,0,1,0,0,0,0,1,2
Ttll9,Ttll9,protein_coding,0,0,1,0,0,0,0,1,2
Rps15a.ps3,Rps15a-ps3,processed_pseudogene,7,11,15,22,20,13,9,21,8
Gm48969,Gm48969,lincRNA,4,1,5,2,0,1,8,1,0
Ercc8,Ercc8,protein_coding,163,149,177,205,194,173,166,195,181
Gm44287,Gm44287,antisense,0,0,0,1,0,1,0,0,0
Gm36546,Gm36546,lincRNA,0,1,1,2,1,6,3,3,1
Mir5119,Mir5119,miRNA,1,1,4,2,0,0,4,0,1
Cox5a,Cox5a,protein_coding,3530,3251,3803,4313,3948,3325,3673,3862,3716
Lax1,Lax1,protein_coding,0,0,0,2,0,0,0,3,7
Gm18646,Gm18646,processed_pseudogene,1,0,3,0,1,0,2,0,0
Mir6400,Mir6400,miRNA,1,0,3,0,1,0,2,0,0
Gm44830,Gm44830,TEC,0,3,0,1,2,6,1,0,2
Mir6909,Mir6909,miRNA,14,13,22,27,18,11,15,14,16
Rpl10.ps2,Rpl10-ps2,processed_pseudogene,0,1,0,1,0,1,0,3,0
Gm49312,Gm49312,bidirectional_promoter_lncRNA,0,0,2,1,2,0,0,1,2
Gm13864,Gm13864,processed_pseudogene,0,1,2,4,5,0,0,1,0
Npr1,Npr1,protein_coding,13,9,13,20,7,17,10,21,7
B9d1os,B9d1os,antisense,0,1,0,5,1,2,0,0,0
BC028528,BC028528,protein_coding,5,2,2,1,1,6,1,2,0
Zfp760,Zfp760,protein_coding,67,70,107,129,72,99,140,73,65
Gm47121,Gm47121,sense_intronic,1,0,2,0,0,1,0,0,0
Gm2573,Gm2573,processed_pseudogene,7,6,4,14,7,3,2,11,4
Bcl6,Bcl6,protein_coding,205,189,200,223,221,267,181,250,238
Gm19587,Gm19587,processed_pseudogene,1,0,2,0,0,0,1,0,0
G730013B05Rik,G730013B05Rik,lincRNA,1,0,2,0,0,0,1,0,0
X1700065I16Rik,1700065I16Rik,transcribed_unprocessed_pseudogene,1,0,2,0,0,0,1,0,0
Atxn7l1,Atxn7l1,protein_coding,381,370,391,583,390,473,510,436,389
Klhl25,Klhl25,protein_coding,458,371,461,659,589,577,437,551,381
X2900005J15Rik,2900005J15Rik,processed_transcript,31,10,13,45,16,37,40,18,30
Spata32,Spata32,protein_coding,0,0,0,1,0,0,0,1,0
Gm15347,Gm15347,antisense,4,10,24,6,15,9,3,5,12
Heatr6,Heatr6,protein_coding,744,556,692,813,778,765,711,677,610
Gm13456,Gm13456,processed_pseudogene,413,252,393,846,518,463,363,544,493
X4930551O13Rik,4930551O13Rik,antisense,4,8,5,7,13,6,13,1,7
Dip2b,Dip2b,protein_coding,598,487,547,780,687,707,619,600,526
Helz2,Helz2,protein_coding,3561,3810,5189,6049,4311,5547,4132,4614,4020
Naip3.ps1,Naip3-ps1,unprocessed_pseudogene,269,203,349,408,227,299,280,321,368
Gm4968,Gm4968,processed_pseudogene,0,0,0,1,1,0,3,0,0
Gm12843,Gm12843,antisense,5,3,6,6,8,3,5,6,1
Rpl31.ps8,Rpl31-ps8,processed_pseudogene,873,720,875,1394,1029,941,863,1239,916
Zfp597,Zfp597,protein_coding,139,129,227,225,173,167,165,198,145
Rpl32l,Rpl32l,processed_pseudogene,5,5,2,5,3,2,6,6,9
Lsm10,Lsm10,protein_coding,137,77,136,154,143,134,100,151,137
Impdh2,Impdh2,protein_coding,2504,1653,2227,3274,2752,2050,2274,2581,2222
Zfp949,Zfp949,protein_coding,202,186,222,266,148,244,256,211,198
Chst8,Chst8,protein_coding,6,7,27,17,11,8,15,20,8
Aldh3b3,Aldh3b3,protein_coding,4,4,8,3,7,5,10,0,6
Pcdha9,Pcdha9,protein_coding,3,0,0,3,0,1,0,0,2
Galnt11,Galnt11,protein_coding,340,334,347,454,313,422,454,350,288
Gm23971,Gm23971,snRNA,0,0,0,1,1,0,0,0,0
Amd.ps1,Amd-ps1,processed_pseudogene,2,0,0,0,0,0,2,0,0
Gm20535,Gm20535,processed_transcript,0,3,1,9,2,6,6,3,3
Gm12694,Gm12694,antisense,1,0,3,0,1,2,0,0,0
Mir1957a,Mir1957a,miRNA,11,11,7,15,15,11,1,5,10
Pcm1,Pcm1,protein_coding,1530,1059,1388,1820,1484,1401,1386,1402,1268
Gm48678,Gm48678,antisense,7,8,5,9,2,5,0,11,6
Nosip,Nosip,protein_coding,740,606,814,1054,736,671,817,869,739
Ttc16,Ttc16,protein_coding,19,17,32,18,13,24,13,9,29
Snupn,Snupn,protein_coding,145,125,126,205,172,159,145,140,164
Cybrd1,Cybrd1,protein_coding,0,3,1,2,1,2,1,0,0
Capns1,Capns1,protein_coding,4424,3817,4693,5060,5158,4567,4186,4474,4386
Pum1,Pum1,protein_coding,2114,1743,2238,2606,2255,2423,2100,2424,1804
Clec16a,Clec16a,protein_coding,652,542,560,781,746,698,629,571,591
Trim68,Trim68,protein_coding,216,178,224,321,257,211,283,198,187
Gm43965,Gm43965,TEC,10,9,11,9,15,5,5,18,14
Gm12208,Gm12208,processed_pseudogene,5,1,7,6,4,0,3,2,7
Slc36a1,Slc36a1,protein_coding,1488,1430,867,2224,1959,1718,1340,1265,1861
X3110009E18Rik,3110009E18Rik,protein_coding,8,22,11,24,17,14,9,20,11
Vstm2l,Vstm2l,protein_coding,35,53,48,39,40,58,44,43,14
Hmgb1.ps3,Hmgb1-ps3,processed_pseudogene,0,3,1,5,2,1,3,4,7
Klrk1,Klrk1,protein_coding,0,0,0,1,0,0,0,1,2
Gm29427,Gm29427,protein_coding,0,1,0,1,2,1,0,0,2
Zfp770,Zfp770,protein_coding,186,98,183,168,184,134,177,167,151
Cnih4,Cnih4,protein_coding,844,718,855,994,950,847,823,925,893
Gm44929,Gm44929,lincRNA,0,1,0,0,0,1,2,0,0
Gm8508,Gm8508,processed_pseudogene,6,5,11,11,8,10,8,9,12
Gm4876,Gm4876,antisense,42,40,58,88,37,53,43,42,46
Mical3,Mical3,protein_coding,557,401,644,621,535,551,487,546,515
Tlr9,Tlr9,protein_coding,0,0,0,0,1,0,0,0,2
Gm43274,Gm43274,TEC,0,0,0,0,1,0,0,0,2
Gm43572,Gm43572,processed_transcript,0,0,2,0,1,0,2,1,0
Rictor,Rictor,protein_coding,760,812,996,1304,847,1004,1051,888,748
X3110006O06Rik,3110006O06Rik,lincRNA,0,1,3,0,0,2,0,0,0
Tmem69,Tmem69,protein_coding,209,150,268,258,240,209,234,163,196
Rpl30.ps6,Rpl30-ps6,processed_pseudogene,1,1,0,0,0,0,1,3,0
Gprin2,Gprin2,protein_coding,0,1,3,0,0,0,2,0,0
Rpl7a.ps3,Rpl7a-ps3,processed_pseudogene,10,16,9,17,9,5,16,15,17
Gm47814,Gm47814,lincRNA,15,14,8,10,14,9,12,20,13
X2900022M07Rik,2900022M07Rik,TEC,0,0,3,1,0,0,1,0,1
X9230112E08Rik,9230112E08Rik,sense_overlapping,98,85,88,143,85,110,104,112,111
Rbks,Rbks,protein_coding,153,146,189,248,207,141,201,188,153
Trim46,Trim46,protein_coding,647,296,438,615,496,635,364,546,374
March3,March3,protein_coding,64,102,127,80,93,66,63,73,131
Fam131a,Fam131a,protein_coding,2,6,11,5,2,6,16,7,4
Mical2,Mical2,protein_coding,2264,2196,2176,3038,2495,2501,2083,2367,1927
X9330162012Rik,9330162012Rik,bidirectional_promoter_lncRNA,119,55,80,159,75,107,88,102,111
Dbndd1,Dbndd1,protein_coding,40,31,31,42,47,26,24,36,29
Gm44985,Gm44985,TEC,894,393,647,626,564,629,616,654,525
Dip2c,Dip2c,protein_coding,245,198,242,374,296,298,260,276,204
Erlec1,Erlec1,protein_coding,658,488,624,788,607,668,631,700,661
Gm20337,Gm20337,bidirectional_promoter_lncRNA,16,14,22,13,11,21,13,10,16
X4930526A20Rik,4930526A20Rik,transcribed_processed_pseudogene,3,4,10,10,4,3,8,7,0
Srpk3,Srpk3,protein_coding,0,5,2,0,3,0,8,4,1
A730091E23Rik,A730091E23Rik,TEC,4,2,13,13,11,9,10,5,11
Snx18,Snx18,protein_coding,288,236,251,380,305,275,245,294,276
Gm6049,Gm6049,processed_pseudogene,3,1,0,5,2,0,3,3,4
Chn1os3,Chn1os3,antisense,8,2,7,12,13,5,2,3,5
Gm44624,Gm44624,TEC,1,2,0,2,1,2,0,5,0
Gm11399,Gm11399,antisense,0,1,1,3,1,4,0,2,0
Gm5560,Gm5560,processed_pseudogene,13,13,8,8,6,10,9,14,3
Palmd,Palmd,protein_coding,26,4,52,16,22,22,30,28,24
Tomm6os,Tomm6os,antisense,13,5,6,5,13,5,10,5,8
AC165961.3,AC165961.3,lincRNA,1,0,0,0,1,0,0,0,2
X2810414N06Rik,2810414N06Rik,lincRNA,17,5,14,10,4,15,19,22,5
Insl5,Insl5,protein_coding,557,403,219,202,672,423,386,332,153
Gm16026,Gm16026,transcribed_unprocessed_pseudogene,0,0,2,0,0,2,0,0,0
Gas2,Gas2,protein_coding,28,50,54,46,36,30,40,41,54
Gm47540,Gm47540,lincRNA,3,1,0,0,2,2,0,3,0
Bax,Bax,protein_coding,629,471,761,693,712,585,601,791,643
Gm10182,Gm10182,processed_pseudogene,7,2,3,2,4,1,7,6,0
