gene_id gene_name gene_biotype P14E1Vil_1_1_count P14E1Vil_1_3_count P14E2Vil_1_1_count P14E2Vil_1_2_count P14E2Vil_1_3_count P14E1Vil_2_4_count P14E2Vil_2_5_count P13E2Cad_2_3_count P13E2Cad_2_4_count P13E2Cad_1_1_count P13E2Cad_1_3_count P13E2Cad_1_4_count P13E2Cad_1_5_count P13E1Col_1_3_count P13E1Col_1_4_count P13E1Col_1_5_count P13E1Col_1_6_count P13E1Col_1_7_count a10 a19 a20 a9
Gm26788 ENSMUSG00000096992 Gm26788 processed_transcript 12 9 4 19 8 1 15 12 12 4 8 10 5 0 0 0 0 0 51 25 42 52
Gm26787 ENSMUSG00000096993 Gm26787 antisense 14 3 1 0 5 5 0 1 1 1 2 4 2 1 6 0 0 0 245 265 301 214
X2810029C07Rik ENSMUSG00000096995 2810029C07Rik bidirectional_promoter_lncRNA 7 10 11 4 9 17 10 11 15 12 8 4 24 15 10 8 11 6 11 2 3 6
Gm17435 ENSMUSG00000097000 Gm17435 antisense 80 46 63 75 87 37 60 61 36 49 73 55 26 62 50 62 21 32 51 41 53 29
Gm2670 ENSMUSG00000097002 Gm2670 antisense 7 6 12 7 8 0 10 2 5 5 8 7 7 4 5 8 1 7 10 8 14 4
D930007P13Rik ENSMUSG00000097003 D930007P13Rik lincRNA 2 0 0 0 1 0 0 2 2 4 0 2 0 0 0 0 0 0 0 2 0 0
X4731419I09Rik ENSMUSG00000097004 4731419I09Rik antisense 7 14 24 18 14 1 6 19 20 3 14 9 12 1 2 2 0 1 369 342 524 293
X9530082P21Rik ENSMUSG00000097006 9530082P21Rik antisense 338 514 413 628 481 307 972 1181 1672 1174 1405 1855 1247 486 528 600 342 434 380 318 344 256
X4930432B10Rik ENSMUSG00000097007 4930432B10Rik bidirectional_promoter_lncRNA 4 0 2 0 3 0 0 4 0 4 3 0 0 0 2 2 4 4 0 2 3 1
Gm4651 ENSMUSG00000097011 Gm4651 processed_transcript 11 14 9 17 14 23 13 21 5 14 16 6 12 17 6 11 12 14 8 4 14 10
Gm26705 ENSMUSG00000097015 Gm26705 lincRNA 0 3 0 0 0 0 1 1 0 2 0 0 1 0 0 2 0 0 3 0 2 1
Gm26708 ENSMUSG00000097016 Gm26708 bidirectional_promoter_lncRNA 12 12 26 27 32 3 16 50 16 26 13 46 23 12 21 8 10 8 7 8 3 5
Gm26707 ENSMUSG00000097017 Gm26707 lincRNA 0 5 0 0 0 9 1 2 1 2 1 0 0 0 4 2 0 2 4 4 4 5
X4933433G15Rik ENSMUSG00000097021 4933433G15Rik lincRNA 8 13 9 6 9 4 7 18 3 11 20 8 6 3 2 5 0 4 3 3 5 5
BC001981 ENSMUSG00000097022 BC001981 antisense 7 16 10 0 4 4 1 3 0 3 5 1 2 0 4 1 3 1 43 65 58 40
Gm26558 ENSMUSG00000097025 Gm26558 protein_coding 2 6 7 4 0 5 0 3 3 2 2 6 0 1 0 2 0 9 160 188 226 157
Gm26559 ENSMUSG00000097027 Gm26559 bidirectional_promoter_lncRNA 4 6 4 1 7 4 0 12 2 2 1 6 0 2 4 1 2 3 4 6 1 3
Ptgs2os ENSMUSG00000097028 Ptgs2os processed_transcript 12 6 5 4 5 8 3 7 6 7 1 3 4 5 3 6 1 8 1 3 4 7
Gm26693 ENSMUSG00000097030 Gm26693 antisense 0 0 2 4 0 0 2 1 0 0 0 1 0 0 0 2 0 0 26 31 47 34
X4930539J05Rik ENSMUSG00000097032 4930539J05Rik antisense 12 24 19 12 20 5 9 30 13 9 18 11 16 8 11 20 5 11 178 164 189 163
Gm26692 ENSMUSG00000097035 Gm26692 lincRNA 1 1 4 2 1 0 0 3 1 0 1 5 2 1 0 0 0 0 2 2 3 0
Pvt1 ENSMUSG00000097039 Pvt1 lincRNA 45 30 48 33 52 71 21 45 39 49 44 44 35 26 49 45 52 30 17 15 20 12
X2610316D01Rik ENSMUSG00000097040 2610316D01Rik processed_transcript 1 2 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1
Gm17491 ENSMUSG00000097042 Gm17491 sense_intronic 130 160 193 162 167 63 118 248 173 140 178 198 112 81 65 74 47 38 68 50 56 49
Gm10556 ENSMUSG00000097043 Gm10556 lincRNA 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
X1110020A21Rik ENSMUSG00000097047 1110020A21Rik lincRNA 43 35 28 32 20 21 12 29 32 16 22 16 17 19 20 5 27 20 14 7 11 13
X1600020E01Rik ENSMUSG00000097048 1600020E01Rik antisense 293 229 327 276 273 233 179 385 260 267 328 245 250 176 168 176 135 187 114 93 103 96
Gm9918 ENSMUSG00000097050 Gm9918 protein_coding 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1
Snora43 ENSMUSG00000097052 Snora43 snoRNA 2 3 1 2 1 3 2 5 4 1 4 2 2 2 0 0 3 0 0 0 0 0
Gm4419 ENSMUSG00000097055 Gm4419 antisense 31 24 37 29 26 21 10 33 20 17 17 13 21 17 4 12 25 9 206 255 261 227
Gm17638 ENSMUSG00000097057 Gm17638 antisense 10 13 15 6 21 0 14 19 9 10 21 21 10 16 4 21 6 7 654 666 831 638
X9330151L19Rik ENSMUSG00000097061 9330151L19Rik bidirectional_promoter_lncRNA 140 135 229 118 158 59 100 240 155 166 168 168 158 117 59 61 42 40 116 70 87 99
Pantr2 ENSMUSG00000097063 Pantr2 processed_transcript 4 0 1 1 4 0 0 10 1 1 2 0 0 1 0 0 0 0 0 0 0 3
Gm26760 ENSMUSG00000097068 Gm26760 lincRNA 0 0 0 0 0 0 1 2 0 0 0 0 0 2 0 0 0 0 2 1 4 0
Gm16998 ENSMUSG00000097069 Gm16998 bidirectional_promoter_lncRNA 3 4 5 0 2 10 3 1 3 0 1 3 0 5 2 1 0 2 2 1 9 4
Foxl2os ENSMUSG00000097072 Foxl2os processed_transcript 1 0 0 0 0 0 3 1 0 0 0 3 0 2 0 7 0 0 1 2 0 0
X9430037G07Rik ENSMUSG00000097073 9430037G07Rik lincRNA 38 37 38 14 53 26 30 32 39 31 41 56 36 20 14 32 30 25 7 13 22 22
Cdiptos ENSMUSG00000097075 Cdiptos protein_coding 20 21 36 20 28 16 17 33 23 37 23 21 22 19 13 19 11 12 23 14 15 8
Platr7 ENSMUSG00000097076 Platr7 lincRNA 2 0 0 2 2 0 2 0 0 2 0 0 1 0 2 0 2 2 0 0 0 1
Gm16712 ENSMUSG00000097077 Gm16712 antisense 5 3 9 1 6 1 4 5 10 1 4 7 7 6 2 8 6 3 18 29 30 11
Gm26604 ENSMUSG00000097079 Gm26604 antisense 0 0 2 0 0 0 0 0 3 0 0 0 0 0 1 1 2 0 1 0 1 1
X1700086O06Rik ENSMUSG00000097080 1700086O06Rik lincRNA 69 80 66 67 74 85 106 92 80 64 103 119 77 47 101 70 78 108 66 61 71 52
Gm10425 ENSMUSG00000097081 Gm10425 antisense 8 11 7 7 10 18 18 12 10 23 10 24 19 7 13 17 9 14 32 58 56 32
D930019O06Rik ENSMUSG00000097083 D930019O06Rik antisense 0 0 0 0 0 0 0 0 0 0 3 5 0 0 0 0 0 0 2 4 4 1
Foxl1 ENSMUSG00000097084 Foxl1 protein_coding 101 143 158 136 138 32 71 64 37 39 36 18 61 127 113 138 39 116 41 57 47 41
Gm26634 ENSMUSG00000097085 Gm26634 lincRNA 8 12 29 11 8 8 6 13 1 6 8 19 13 23 5 8 7 8 3 6 9 3
Gm7672 ENSMUSG00000097086 Gm7672 processed_pseudogene 0 0 7 1 0 0 0 0 1 0 5 2 0 0 0 0 0 3 0 0 1 0
Gm26878 ENSMUSG00000097087 Gm26878 lincRNA 0 1 0 1 3 0 0 2 5 1 1 2 2 0 0 0 0 0 0 0 1 0
Gm26879 ENSMUSG00000097089 Gm26879 antisense 0 0 1 0 1 1 1 3 5 2 0 0 0 0 0 1 0 0 69 44 57 62
Gm26724 ENSMUSG00000097090 Gm26724 lincRNA 55 54 42 47 62 0 13 56 32 35 42 49 52 19 25 33 3 12 109 86 97 75
X4930526L06Rik ENSMUSG00000097091 4930526L06Rik antisense 3 3 1 2 1 4 4 2 4 4 8 7 3 1 4 0 5 3 1 0 5 0
Gm26725 ENSMUSG00000097092 Gm26725 antisense 8 14 7 12 6 6 10 16 8 13 12 9 15 17 12 1 7 22 7 7 5 6
C330013E15Rik ENSMUSG00000097093 C330013E15Rik bidirectional_promoter_lncRNA 44 48 31 36 25 17 36 12 15 19 12 18 26 22 18 12 21 39 16 21 17 9
X5033426O07Rik ENSMUSG00000097097 5033426O07Rik lincRNA 0 2 1 1 2 12 10 5 0 0 0 8 1 6 3 10 2 6 1 0 0 1
X9330111N05Rik ENSMUSG00000097098 9330111N05Rik antisense 1 3 5 3 3 0 3 9 6 0 0 1 3 0 0 3 0 1 4 0 1 0
Gm9917 ENSMUSG00000097099 Gm9917 antisense 115 185 225 161 176 116 279 311 256 216 252 320 269 167 169 171 103 107 719 488 618 556
X9230104M06Rik ENSMUSG00000097100 9230104M06Rik antisense 0 2 2 1 0 0 0 6 0 0 0 1 0 0 0 1 0 0 69 48 68 62
X1810034E14Rik ENSMUSG00000097101 1810034E14Rik antisense 106 155 157 103 144 156 134 139 78 118 109 112 118 135 113 118 141 159 55 63 53 41
Gm26579 ENSMUSG00000097104 Gm26579 lincRNA 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Platr6 ENSMUSG00000097107 Platr6 lincRNA 0 1 1 0 3 1 0 3 0 0 2 5 0 0 0 2 0 2 1 0 0 0
Gm26581 ENSMUSG00000097108 Gm26581 lincRNA 9 0 9 1 1 4 1 8 4 5 0 18 3 1 1 5 0 2 0 0 0 0
Peak1os ENSMUSG00000097111 Peak1os antisense 1 0 2 0 0 0 2 1 2 0 1 2 1 4 2 4 5 5 18 7 7 7
Gm19705 ENSMUSG00000097113 Gm19705 lincRNA 7 11 9 9 4 19 13 15 8 7 20 10 16 12 14 14 9 3 3 4 3 4
X1810019N24Rik ENSMUSG00000097115 1810019N24Rik lincRNA 6 0 3 13 4 2 2 3 4 0 2 0 0 0 5 2 4 8 1 8 4 1
Gm26729 ENSMUSG00000097116 Gm26729 processed_pseudogene 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0
B230354K17Rik ENSMUSG00000097119 B230354K17Rik bidirectional_promoter_lncRNA 307 446 382 336 634 159 237 433 320 233 259 257 185 439 359 328 123 235 227 196 187 195
Gm26887 ENSMUSG00000097120 Gm26887 lincRNA 1 0 7 0 4 2 2 1 1 7 4 2 1 3 0 0 3 2 0 3 0 1
D130020L05Rik ENSMUSG00000097121 D130020L05Rik antisense 43 36 77 32 29 29 12 40 19 18 23 22 14 29 21 25 15 10 210 186 249 218
A530020G20Rik ENSMUSG00000097124 A530020G20Rik antisense 221 267 597 364 496 48 241 486 193 243 302 290 287 156 73 174 48 84 215 182 229 201
Gm26885 ENSMUSG00000097125 Gm26885 lincRNA 2 0 4 6 5 5 6 5 6 8 6 6 1 5 5 6 5 12 96 77 125 83
X4930507D05Rik ENSMUSG00000097129 4930507D05Rik protein_coding 1 1 0 0 1 4 1 0 0 0 0 1 2 2 10 0 4 2 15 28 31 21
Gm26628 ENSMUSG00000097133 Gm26628 antisense 4 11 9 3 17 0 7 9 9 8 11 13 5 3 3 5 0 0 27 31 33 22
X1110002J07Rik ENSMUSG00000097134 1110002J07Rik lincRNA 10 10 8 18 18 7 12 33 27 15 22 29 15 25 15 6 5 5 5 3 6 1
Gm26627 ENSMUSG00000097137 Gm26627 antisense 3 0 0 1 1 0 2 0 0 0 1 0 0 0 0 3 0 0 0 0 0 1
Gm26626 ENSMUSG00000097139 Gm26626 antisense 1 6 7 3 2 0 0 1 10 6 6 0 1 1 0 4 0 0 29 32 30 23
Gm26779 ENSMUSG00000097140 Gm26779 lincRNA 25 22 32 18 31 2 10 12 5 1 10 9 19 18 11 15 4 7 13 7 8 8
Gm10524 ENSMUSG00000097141 Gm10524 TEC 108 129 150 120 96 50 68 77 43 43 45 38 53 88 58 91 21 54 44 22 47 29
X9230114K14Rik ENSMUSG00000097145 9230114K14Rik processed_transcript 25 30 35 35 30 7 29 16 16 12 14 30 6 37 17 36 12 22 14 11 19 9
Gm4211 ENSMUSG00000097146 Gm4211 lincRNA 6 1 1 3 1 1 6 12 13 15 15 9 15 2 2 1 7 3 3 5 2 0
Gm3839 ENSMUSG00000097148 Gm3839 protein_coding 5 6 7 6 12 8 9 11 10 15 10 15 6 9 10 13 13 35 3 1 3 2
G630030J09Rik ENSMUSG00000097149 G630030J09Rik antisense 3 1 0 1 3 0 0 13 5 2 10 11 3 2 5 12 0 0 16 16 19 19
Gm26513 ENSMUSG00000097150 Gm26513 antisense 1 2 8 10 9 8 0 15 6 8 9 8 3 3 7 2 2 4 11 6 12 4
Gm26510 ENSMUSG00000097154 Gm26510 lincRNA 6 2 4 2 2 4 6 6 3 10 11 13 3 22 4 11 22 11 3 1 3 1
Gm26511 ENSMUSG00000097155 Gm26511 lincRNA 6 0 3 2 3 0 6 6 5 2 2 0 2 0 1 1 0 0 0 0 0 0
Gm3764 ENSMUSG00000097156 Gm3764 lincRNA 0 1 0 4 0 4 0 6 6 1 9 1 10 0 0 2 5 0 0 0 0 0
Gm26512 ENSMUSG00000097157 Gm26512 bidirectional_promoter_lncRNA 0 1 1 0 1 0 3 0 0 2 2 3 0 0 0 0 0 0 1 2 0 2
A630072L19Rik ENSMUSG00000097160 A630072L19Rik antisense 9 1 7 15 11 0 2 5 11 3 9 8 5 0 1 2 4 0 86 78 105 88
X2310010J17Rik ENSMUSG00000097162 2310010J17Rik bidirectional_promoter_lncRNA 68 52 55 50 53 119 44 82 44 39 41 49 30 65 51 75 102 56 16 13 25 19
BC051077 ENSMUSG00000097163 BC051077 lincRNA 13 25 24 19 32 14 9 17 3 17 10 14 12 5 6 3 7 1 6 13 13 6
Cep83os ENSMUSG00000097164 Cep83os bidirectional_promoter_lncRNA 187 373 324 242 255 113 195 224 125 130 185 153 149 217 226 166 123 229 109 129 143 111
X9330179D12Rik ENSMUSG00000097166 9330179D12Rik antisense 10 4 4 2 11 1 2 7 2 1 1 2 3 4 4 0 1 10 6 0 3 1
Gm16740 ENSMUSG00000097167 Gm16740 antisense 16 12 17 15 22 6 8 26 11 10 17 28 23 6 11 9 6 4 95 87 109 63
Gm26661 ENSMUSG00000097169 Gm26661 protein_coding 0 2 4 2 0 0 0 1 3 1 0 2 2 0 2 0 0 5 2 0 4 5
Gm16982 ENSMUSG00000097170 Gm16982 antisense 9 14 19 9 22 5 9 23 23 9 19 29 10 12 3 2 0 4 131 143 183 138
Gm4890 ENSMUSG00000097174 Gm4890 bidirectional_promoter_lncRNA 25 39 25 27 28 46 11 19 13 12 18 18 8 13 25 21 38 24 12 13 20 18
X9330159M07Rik ENSMUSG00000097177 9330159M07Rik processed_transcript 27 61 86 45 54 25 76 50 47 31 53 58 39 18 50 30 58 50 24 23 26 12
X2310002F09Rik ENSMUSG00000097178 2310002F09Rik processed_transcript 1 2 0 2 0 0 0 0 2 3 0 3 0 0 0 1 1 0 2 1 2 2
X2700038G22Rik ENSMUSG00000097180 2700038G22Rik lincRNA 33 41 59 51 74 41 84 59 134 87 69 98 55 49 46 77 35 47 25 20 11 34
Gm17501 ENSMUSG00000097183 Gm17501 lincRNA 48 37 57 30 36 37 35 44 31 34 32 33 31 94 40 79 40 54 35 24 21 23
X4632428C04Rik ENSMUSG00000097184 4632428C04Rik lincRNA 90 95 110 98 130 24 32 146 71 72 92 68 90 75 37 53 50 47 71 47 34 100
Gm19426 ENSMUSG00000097187 Gm19426 protein_coding 31 7 7 15 8 30 11 10 11 13 6 13 14 10 14 7 10 9 3 5 4 2
Gm26594 ENSMUSG00000097189 Gm26594 lincRNA 9 4 6 11 5 2 8 4 5 2 10 6 6 0 1 0 1 6 0 3 0 5
X5730422E09Rik ENSMUSG00000097191 5730422E09Rik lincRNA 2 5 2 0 0 0 4 2 1 4 0 4 4 0 3 0 4 0 1 6 15 5
X9330175E14Rik ENSMUSG00000097194 9330175E14Rik lincRNA 21 50 42 111 67 40 127 201 201 168 281 269 144 85 85 159 47 72 13 7 6 17
Snhg5 ENSMUSG00000097195 Snhg5 processed_transcript 246 295 274 254 284 577 394 426 416 310 360 387 255 261 310 324 428 394 77 99 122 80
Gm26665 ENSMUSG00000097196 Gm26665 lincRNA 0 0 7 0 1 0 0 3 0 0 0 0 3 2 0 0 0 0 0 0 0 0
X4732419C18Rik ENSMUSG00000097203 4732419C18Rik lincRNA 3 7 12 7 27 4 14 13 3 8 14 8 21 11 3 7 18 6 2 3 3 7
Gm17690 ENSMUSG00000097204 Gm17690 antisense 80 63 116 97 134 17 67 200 171 117 159 159 105 46 35 62 18 35 590 388 442 625
X6030443J06Rik ENSMUSG00000097207 6030443J06Rik lincRNA 42 91 59 30 45 3 13 12 3 2 21 10 15 11 18 33 6 8 15 21 32 17
Gm19791 ENSMUSG00000097214 Gm19791 unprocessed_pseudogene 2 6 5 3 10 0 3 6 1 10 5 2 3 1 1 0 2 2 0 0 4 1
Gm26550 ENSMUSG00000097215 Gm26550 antisense 0 0 2 0 0 0 0 1 1 1 1 3 1 1 0 0 1 0 0 1 1 0
X4932441J04Rik ENSMUSG00000097216 4932441J04Rik processed_transcript 16 4 7 11 8 4 8 6 5 5 0 0 2 10 8 12 3 4 96 84 121 87
Gm26549 ENSMUSG00000097217 Gm26549 bidirectional_promoter_lncRNA 7 15 32 22 27 16 25 31 25 25 33 21 21 26 8 9 11 15 14 6 13 6
X1010001N08Rik ENSMUSG00000097222 1010001N08Rik processed_transcript 145 120 164 111 150 67 71 91 68 61 76 71 56 91 57 43 50 77 125 94 109 118
Gm2449 ENSMUSG00000097223 Gm2449 bidirectional_promoter_lncRNA 9 6 11 5 3 9 8 5 2 11 6 1 1 0 2 3 14 5 6 4 8 3
Gm26600 ENSMUSG00000097226 Gm26600 antisense 0 3 5 1 2 0 0 1 5 3 2 5 2 0 2 1 0 0 3 0 0 1
Gm26852 ENSMUSG00000097231 Gm26852 antisense 18 20 43 33 27 1 14 35 31 24 32 41 20 13 3 4 2 3 126 96 142 98
Gm26854 ENSMUSG00000097232 Gm26854 antisense 0 2 0 0 3 0 1 0 1 0 0 2 0 0 0 0 0 4 0 0 0 1
Gm17552 ENSMUSG00000097233 Gm17552 lincRNA 23 19 19 21 20 0 9 18 20 26 26 32 23 9 10 13 0 5 19 18 13 27
Gm27029 ENSMUSG00000097239 Gm27029 protein_coding 4 11 1 2 4 4 2 7 6 5 6 4 6 4 0 0 0 2 1 3 1 1
Gm26614 ENSMUSG00000097240 Gm26614 lincRNA 5 10 4 5 6 10 4 5 5 3 3 11 5 2 2 0 0 0 0 0 2 5
Gm5421 ENSMUSG00000097245 Gm5421 processed_pseudogene 49 56 54 34 72 11 64 56 37 34 68 53 42 68 52 67 25 47 19 35 30 28
X1500012K07Rik ENSMUSG00000097247 1500012K07Rik processed_transcript 0 0 2 1 0 0 0 0 0 0 0 3 0 0 5 0 8 0 0 2 1 0
Gm2694 ENSMUSG00000097248 Gm2694 lincRNA 4 1 0 2 0 2 2 1 2 1 4 0 0 0 2 1 1 1 1 0 1 0
Gm26771 ENSMUSG00000097250 Gm26771 antisense 10 4 5 4 6 4 0 3 9 3 3 15 4 3 3 1 3 1 7 22 22 15
X5033417F24Rik ENSMUSG00000097251 5033417F24Rik antisense 17 15 14 17 18 11 5 21 7 16 19 11 3 8 10 19 6 19 25 16 15 10
Gm26770 ENSMUSG00000097253 Gm26770 antisense 23 16 17 19 21 8 21 34 29 34 41 41 27 28 18 29 9 23 43 53 65 52
C430042M11Rik ENSMUSG00000097254 C430042M11Rik lincRNA 78 133 72 92 97 81 117 123 92 75 86 97 59 108 110 89 86 104 39 33 26 24
Gm26766 ENSMUSG00000097259 Gm26766 antisense 0 0 5 0 4 0 2 0 3 8 3 2 0 0 0 1 0 0 0 1 1 0
X4930532G15Rik ENSMUSG00000097261 4930532G15Rik lincRNA 5 4 4 0 3 3 3 3 8 0 8 3 7 1 4 6 0 0 0 1 2 1
X4933416M07Rik ENSMUSG00000097262 4933416M07Rik antisense 0 1 4 1 6 0 0 14 6 6 12 8 5 10 1 0 1 1 348 280 336 362
X1700109K24Rik ENSMUSG00000097267 1700109K24Rik antisense 21 27 29 20 27 0 18 35 20 27 17 27 15 16 2 26 0 3 8 8 8 10
Gm9903 ENSMUSG00000097271 Gm9903 protein_coding 6 5 6 9 7 8 8 7 19 3 6 10 2 4 5 2 11 4 2 7 4 2
Gm47512 ENSMUSG00000097274 Gm47512 antisense 1 4 1 1 0 0 1 0 0 1 2 4 0 4 0 0 0 0 52 71 72 55
Gm26648 ENSMUSG00000097275 Gm26648 antisense 22 27 58 34 54 7 22 65 37 33 54 39 48 13 12 16 3 5 368 341 456 287
X4930525G20Rik ENSMUSG00000097276 4930525G20Rik antisense 20 11 9 17 9 3 6 10 6 4 7 2 4 7 5 7 6 8 0 5 1 2
X2900076A07Rik ENSMUSG00000097277 2900076A07Rik lincRNA 99 88 181 102 140 62 72 176 87 92 120 132 112 100 69 75 30 57 96 74 91 85
Gm26650 ENSMUSG00000097278 Gm26650 processed_transcript 0 1 0 0 5 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm26685 ENSMUSG00000097281 Gm26685 lincRNA 8 27 33 30 32 19 15 10 4 12 8 7 2 17 14 11 3 15 8 8 7 13
X5031415H12Rik ENSMUSG00000097282 5031415H12Rik antisense 8 7 2 12 8 3 5 7 3 7 8 4 1 0 3 2 1 0 0 3 3 1
Gm26684 ENSMUSG00000097286 Gm26684 bidirectional_promoter_lncRNA 1 6 13 1 10 2 1 4 0 2 1 3 1 10 3 3 1 8 10 5 6 4
D130017N08Rik ENSMUSG00000097287 D130017N08Rik lincRNA 70 68 82 47 88 10 43 52 25 35 19 21 39 55 43 74 17 21 41 48 31 24
X1300002E11Rik ENSMUSG00000097290 1300002E11Rik lincRNA 313 429 485 370 437 240 263 570 439 405 458 447 460 248 227 250 246 209 146 195 183 143
Gm18828 ENSMUSG00000097291 Gm18828 transcribed_processed_pseudogene 0 1 0 0 0 0 0 2 2 2 4 0 2 0 0 0 0 0 0 0 0 0
A230107N01Rik ENSMUSG00000097292 A230107N01Rik antisense 16 16 33 28 38 10 14 34 23 22 29 29 12 16 14 10 11 4 7 6 6 6
D630002J18Rik ENSMUSG00000097293 D630002J18Rik TEC 8 8 10 9 13 0 7 26 3 15 7 9 2 6 3 4 0 4 661 676 825 815
Hmgb1.ps8 ENSMUSG00000097295 Hmgb1-ps8 processed_pseudogene 8 11 25 8 4 1 14 26 17 5 12 18 6 3 7 10 0 2 2 0 0 2
Gm26532 ENSMUSG00000097296 Gm26532 lincRNA 99 79 191 113 146 86 90 292 269 335 273 267 225 86 37 90 59 38 43 20 18 28
X3110083C13Rik ENSMUSG00000097303 3110083C13Rik bidirectional_promoter_lncRNA 1 2 2 1 0 6 4 8 4 7 8 3 3 2 0 3 6 7 1 2 1 2
Rpl31.ps15 ENSMUSG00000097304 Rpl31-ps15 processed_pseudogene 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 2 0 0
Gm26834 ENSMUSG00000097307 Gm26834 lincRNA 3 6 2 2 4 0 2 0 1 1 0 0 1 8 3 1 0 0 4 2 3 1
Gm17249 ENSMUSG00000097309 Gm17249 bidirectional_promoter_lncRNA 33 29 50 25 38 27 18 53 24 26 38 33 25 22 16 3 12 15 29 40 57 32
A930038B10Rik ENSMUSG00000097310 A930038B10Rik lincRNA 8 4 1 3 3 22 0 7 10 9 3 7 6 6 2 1 2 0 9 4 3 2
Gm26569 ENSMUSG00000097313 Gm26569 processed_transcript 5 2 20 4 8 9 12 12 14 10 12 15 12 5 6 7 11 3 1 0 3 1
Gm10516 ENSMUSG00000097316 Gm10516 antisense 222 222 300 216 251 115 161 301 259 252 329 284 251 203 147 135 143 178 189 169 130 152
X1700007L15Rik ENSMUSG00000097318 1700007L15Rik bidirectional_promoter_lncRNA 35 46 67 26 34 70 35 28 30 26 43 45 21 50 59 28 84 59 21 18 9 16
Tmem147os ENSMUSG00000097320 Tmem147os antisense 43 37 52 52 41 18 19 42 28 28 22 19 35 17 16 28 17 24 35 18 17 28
X1700028E10Rik ENSMUSG00000097321 1700028E10Rik processed_transcript 14 20 14 11 31 10 19 19 7 4 10 13 10 13 31 15 5 32 20 12 12 11
A530083I20Rik ENSMUSG00000097322 A530083I20Rik processed_transcript 3 8 4 2 3 0 2 7 6 3 2 1 2 5 0 0 0 4 54 58 72 52
X4930426I24Rik ENSMUSG00000097323 4930426I24Rik lincRNA 1 0 2 3 4 0 1 1 1 2 1 1 5 1 0 5 4 4 2 0 1 2
Carmn ENSMUSG00000097324 Carmn lincRNA 82 84 231 102 165 11 25 254 102 173 243 209 238 50 17 59 4 11 76 60 52 67
Gm16897 ENSMUSG00000097325 Gm16897 antisense 9 17 19 15 13 11 9 23 9 14 22 18 15 14 13 3 10 24 137 153 178 126
A330048O09Rik ENSMUSG00000097326 A330048O09Rik lincRNA 4 6 3 1 1 7 0 3 0 0 1 5 0 1 1 1 0 0 2 2 1 0
E030030I06Rik ENSMUSG00000097327 E030030I06Rik protein_coding 121 142 187 116 149 168 121 213 162 168 167 237 133 137 115 102 144 142 43 38 63 37
Tnfsf12 ENSMUSG00000097328 Tnfsf12 protein_coding 168 115 138 135 155 116 102 81 64 94 96 76 111 99 142 140 169 97 38 44 34 23
Gm26672 ENSMUSG00000097330 Gm26672 processed_transcript 4 1 4 4 4 0 1 2 1 5 0 3 4 2 6 0 0 0 43 29 48 31
F420014N23Rik ENSMUSG00000097331 F420014N23Rik lincRNA 24 50 58 29 63 1 15 60 46 26 67 51 46 14 8 21 9 6 233 213 280 208
Zfp87 ENSMUSG00000097333 Zfp87 protein_coding 193 262 279 221 262 190 239 237 196 180 181 241 203 262 222 252 194 164 110 73 105 66
Fendrr ENSMUSG00000097336 Fendrr processed_transcript 439 355 652 469 607 83 192 724 513 540 600 820 614 248 134 212 75 70 284 194 187 257
X9030407P20Rik ENSMUSG00000097343 9030407P20Rik processed_transcript 38 51 43 33 55 48 56 56 41 48 50 61 57 29 43 39 67 53 22 31 20 20
X4732491K20Rik ENSMUSG00000097350 4732491K20Rik bidirectional_promoter_lncRNA 27 59 43 26 39 76 36 45 51 45 36 64 36 43 37 37 52 78 25 21 36 28
C920009B18Rik ENSMUSG00000097352 C920009B18Rik transcribed_unprocessed_pseudogene 15 19 33 28 23 22 30 51 39 24 25 42 29 30 42 33 30 38 0 0 0 0
X2310001H17Rik ENSMUSG00000097354 2310001H17Rik lincRNA 334 432 258 356 440 453 365 635 496 431 594 522 406 207 349 213 322 287 126 133 147 113
Gm16793 ENSMUSG00000097357 Gm16793 bidirectional_promoter_lncRNA 15 23 11 10 15 11 10 7 9 7 15 17 11 14 12 11 5 4 32 39 51 52
X9430065F17Rik ENSMUSG00000097360 9430065F17Rik antisense 7 12 11 4 10 9 5 12 3 13 4 8 10 1 7 6 4 4 21 16 20 18
Gm26544 ENSMUSG00000097362 Gm26544 lincRNA 1 0 0 0 3 0 0 1 0 0 0 0 0 0 2 5 1 0 0 0 0 0
Gm26717 ENSMUSG00000097363 Gm26717 lincRNA 4 2 7 3 3 24 5 8 16 9 9 16 6 6 3 3 11 10 1 6 1 3
C030034L19Rik ENSMUSG00000097365 C030034L19Rik lincRNA 2 4 3 14 4 10 2 13 5 7 20 9 5 7 2 18 2 0 129 117 169 94
Gm8177 ENSMUSG00000097366 Gm8177 processed_pseudogene 0 3 2 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0
